22938420,12,0.1824
22938797,2,0.21120001
22938982,2,0.3072
22940196,4,0.3456
22940388,7,0.24480002
22940925,26,0.13440001
22941215,8,0.1296
22941592,4,0.3456
22941728,15,0.17760001
22942021,5,0.432
22943469,52,0.2064
22948525,50,0.1296
22951549,50,0.10080001
22952076,54,0.24000001
22952948,2,0.2256
22953147,2,0.3648
22954843,10,0.0768
22955595,50,0.1632
22956706,50,0.10080001
22957327,54,0.24960001
22958260,23,0.312
22958528,26,0.096
22958727,50,0.2592
22958838,7,0.26880002
22959088,18,0.057600003
22960078,56,0.120000005
22960585,22,0.31680003
22960686,17,0.31680003
22960983,26,0.1488
22963006,3,0.28320003
22963248,4,0.44640002
22963724,11,0.18720001
22965658,51,0.124800004
22965849,51,0.0816
22965999,51,0.057600003
22966113,51,0.0912
22966696,26,0.10080001
22967116,5,0.1632
22967508,14,0.21120001
22967955,8,0.1536
22968093,8,0.1296
22968222,14,0.30240002
22968375,18,0.115200005
22968628,2,0.23520002
22969167,24,0.0864
22970005,51,0.0816
22970473,25,0.115200005
22970648,10,0.1824
22970747,26,0.20160002
22971012,2,0.2592
22972084,55,0.0912
23066357,51,0.13440001
23068361,54,0.2544
23069084,1,0.124800004
23069607,4,0.47040004
23069854,3,0.42240003
23076669,51,0.10080001
23076850,51,0.15840001
23076979,51,0.0912
23077116,51,0.120000005
23077255,51,0.10560001
23077385,51,0.110400006
23077638,51,0.124800004
23077790,51,0.1296
23077931,51,0.10560001
23078054,51,0.13440001
23078177,51,0.120000005
23085938,55,0.0768
23090294,-1,0.13440001
23102698,12,0.216
23102963,2,0.1536
23103150,2,0.19680001
23103542,4,0.16800001
23103732,7,0.216
23104906,26,0.1536
23105605,8,0.1392
23106209,4,0.1536
23106381,15,0.30240002
23106569,5,0.24000001
23107380,54,0.18720001
23108236,2,0.2784
23108399,2,0.2256
23109593,10,0.0864
23110108,54,0.1728
23110925,14,0.3264
23111952,26,0.120000005
23112152,10,0.0864
23112287,7,0.30240002
23112712,18,0.0768
23113985,56,0.1728
23114562,22,0.18720001
23114745,8,0.18720001
23115193,26,0.13440001
23117361,3,0.2544
23117593,4,0.216
23118193,11,0.072000004
23118956,14,0.31680003
23119511,10,0.17760001
23119661,26,0.13440001
23119919,2,0.16800001
23120447,3,0.20160002
23121642,54,0.1488
23122295,2,0.312
23123982,51,0.1392
23124178,51,0.1536
23124313,51,0.096
23126518,52,0.15840001
23130106,54,0.096
23130980,26,0.1536
23131128,10,0.17760001
23131664,14,0.43680003
23131954,7,0.096
23132369,53,0.264
23132887,12,0.30240002
23133101,3,0.3312
23133486,10,0.1296
23134198,14,0.26880002
23134376,8,0.1392
23135555,25,0.1632
23137515,54,0.14400001
23138128,2,0.23520002
23140603,55,0.115200005
23675606,15,0.2976
23675783,2,0.23520002
23676094,18,0.072000004
23676263,18,0.110400006
23676483,8,0.110400006
23676654,53,0.2064
23677242,1,0.1728
23677362,8,0.14400001
23677596,3,0.312
23678173,18,0.124800004
23678330,12,0.2256
23680745,55,0.0912
23744388,51,0.072000004
23745372,-1,0.14400001
23745967,0,0.13440001
23748064,51,0.067200005
23749112,0,0.2064
23750923,51,0.1488
23752204,54,0.120000005
23752776,0,0.0864
23760087,52,0.192
23761920,52,0.20160002
23762699,52,0.264
23765054,55,0.062400002
23767397,52,0.2064
23768125,52,0.115200005
23769339,54,0.1536
23769836,52,0.1488
23804617,21,0.24960001
23804975,2,0.15840001
23805145,2,0.24960001
23805483,4,0.2976
23805646,7,0.13440001
23806163,26,0.10080001
23806472,8,0.1536
23806789,4,0.1536
23806980,15,0.110400006
23807190,5,0.192
23808079,52,0.067200005
23813821,54,0.22080001
23814659,2,0.23520002
23814823,2,0.24000001
23818655,26,0.1392
23819050,5,0.2064
23819538,14,0.37440002
23819933,8,0.0864
23820109,8,0.10560001
23820329,14,0.2544
23820495,18,0.110400006
23820774,2,0.15840001
23821196,25,0.0912
23821355,10,0.110400006
23821552,26,0.067200005
23821812,2,0.16800001
23842074,51,0.110400006
23842254,51,0.0912
23842410,51,0.10560001
23842576,51,0.10560001
23842726,51,0.10560001
23842881,51,0.115200005
23843742,51,0.1296
23843936,51,0.096
23844076,51,0.0816
23844248,51,0.067200005
23844504,51,0.0768
23846193,11,0.120000005
23846331,9,0.23040001
23846559,2,0.1392
23846733,2,0.1392
23846981,12,0.19680001
23847376,3,0.26880002
23847782,10,0.1728
23848369,22,0.1488
23848810,2,0.15840001
23849029,3,0.2976
23850283,55,0.0768
23862750,4,0.16800001
23862925,5,0.1824
23863752,9,0.13440001
23863933,2,0.17760001
23864332,3,0.120000005
23864776,10,0.1392
23865337,22,0.16800001
23865817,2,0.120000005
23866073,3,0.22080001
23866828,55,0.1296
25677483,12,0.13440001
25677831,2,0.110400006
25678010,2,0.17760001
25678407,4,0.30240002
25678580,7,0.120000005
25679117,26,0.072000004
25679458,8,0.0768
25679768,4,0.24960001
25679910,15,0.1728
25680118,5,0.216
25680764,54,0.1488
25681359,2,0.1536
25681545,2,0.124800004
25682872,54,0.19680001
25683444,54,0.1632
25684083,10,0.1488
25684676,54,0.1488
25685318,14,0.312
25685589,26,0.062400002
25685790,10,0.23520002
25685889,7,0.23520002
25686152,18,0.048
25687030,56,0.1536
25687467,22,0.16800001
25687598,8,0.16800001
25687962,26,0.0912
25689978,3,0.20160002
25690243,4,0.19680001
25690759,11,0.18720001
25691256,14,0.115200005
25691945,10,0.20160002
25692148,26,0.0816
25692934,51,0.067200005
25694351,26,0.120000005
25694497,10,0.21120001
25695033,14,0.24480002
25695199,7,0.18720001
25695616,22,0.1536
25695997,12,0.096
25696232,3,0.2928
25696584,10,0.120000005
25697090,23,0.32160002
25697241,8,0.192
25697574,25,0.192
25698650,51,0.048
25700184,56,0.16800001
25700665,5,0.31680003
25701035,14,0.40800002
25701335,8,0.14400001
25701498,8,0.20160002
25701627,23,0.2256
25701781,18,0.0912
25702100,2,0.3072
25703281,25,0.10560001
25703475,10,0.13440001
25703647,26,0.0768
25704004,2,0.1296
25705342,55,0.1296
25807490,13,0.28800002
25807625,7,0.216
25807880,18,0.096
25808007,2,0.15840001
25809220,53,0.10080001
25811348,26,0.067200005
25811503,10,0.16800001
25811724,25,0.1296
25811971,10,0.1536
25812696,14,0.37440002
25813164,2,0.22080001
25813490,12,0.23040001
25816324,55,0.0864
25877369,4,0.49920002
25877581,5,0.19680001
25878221,9,0.0768
25878342,2,0.23040001
25878636,3,0.2928
25879021,10,0.1728
25879635,22,0.1824
25880165,2,0.13440001
25880387,2,0.23040001
25881169,55,0.067200005
25910167,52,0.124800004
37167503,24,0.28800002
37168947,51,0.0768
37170839,54,0.13440001
37171655,5,0.23040001
37172092,8,0.0816
37172876,6,0.0864
37173085,3,0.120000005
37174519,51,0.067200005
37174691,51,0.062400002
37174857,51,0.062400002
37175707,50,0.096
37176103,5,0.2256
37176800,6,0.16800001
37177238,8,0.0816
37184684,51,0.067200005
37185503,51,0.067200005
37186249,8,0.10560001
37187417,6,0.1728
37187620,3,0.1296
37188460,53,0.110400006
37189104,13,0.1824
37189522,10,0.124800004
37189961,22,0.096
37190175,2,0.2544
37190939,53,0.1392
37191693,15,0.1392
37191875,10,0.067200005
37192380,11,0.096
37192928,53,0.115200005
37193189,13,0.192
37193644,10,0.17760001
37193937,18,0.0768
37194115,18,0.0912
37194302,2,0.192
37194657,56,0.10080001
37196935,53,0.1488
37197405,11,0.0864
37197661,10,0.17760001
37198086,12,0.18720001
37198327,53,0.216
37199017,25,0.1296
37199571,8,0.0912
37199765,1,0.20160002
37204108,56,0.0816
37204722,53,0.15840001
37206015,51,0.0816
37206491,51,0.096
37207445,50,0.1632
37207732,56,0.0768
37209544,51,0.096
37210212,-1,0.18720001
37211217,51,0.115200005
37212574,54,0.31680003
37213259,-1,0.120000005
37213749,54,0.1392
37214905,53,0.0816
37217087,13,0.1536
37217227,8,0.1824
37217396,3,0.192
37218358,53,0.1632
37219088,5,0.2064
37219487,8,0.0864
37219924,6,0.10560001
37220507,53,0.21120001
37221010,17,0.096
37221274,25,0.120000005
37221497,7,0.1824
37221691,1,0.19680001
37222641,53,0.1296
37224374,51,0.110400006
37224551,51,0.0864
37224713,51,0.0864
37225534,8,0.1296
37225983,1,0.17760001
37226444,53,0.20160002
37226834,4,0.24480002
37227095,15,0.1536
37227268,2,0.192
37227820,53,0.1824
37228691,4,0.3312
37228947,7,0.096
37230221,26,0.067200005
37230504,2,0.1632
37230748,53,0.1488
37231190,7,0.096
37231340,11,0.0768
37231774,53,0.1824
37233282,25,0.0864
37233665,7,0.1488
37233996,14,0.1728
37234221,15,0.192
37235401,56,0.120000005
37235841,53,0.1392
37237642,50,0.124800004
37238132,24,0.1296
37239517,6,0.2064
37239680,4,0.16800001
37241666,53,0.16800001
37242206,1,0.13440001
37242546,2,0.2064
37242751,25,0.10560001
37243213,53,0.0912
37243931,50,0.052800003
37244273,7,0.115200005
37244804,53,0.14400001
37245281,26,0.0816
37245712,6,0.14400001
37245920,11,0.14400001
37246307,4,0.115200005
37247290,-1,0.110400006
37247948,3,0.2592
37248184,2,0.2064
37248612,26,0.0816
37248873,8,0.0864
37249014,22,0.14400001
37249950,51,0.057600003
37250208,23,0.14400001
37251040,2,0.1488
37252046,53,0.110400006
37252794,5,0.10560001
37253237,8,0.0816
37253890,6,0.0912
37254039,3,0.0816
37254863,53,0.0912
37255149,1,0.17760001
37255863,7,0.110400006
37256248,25,0.124800004
37256402,14,0.2592
37256785,11,0.10560001
37257469,53,0.1296
37258351,10,0.13440001
37258526,25,0.115200005
37258761,12,0.110400006
37259041,53,0.1392
37259835,5,0.2256
37260208,8,0.072000004
37260649,6,0.13440001
37262333,54,0.1824
37262744,56,0.0768
37263132,54,0.19680001
37264993,53,0.15840001
37266396,26,0.0768
37267204,6,0.20160002
37267305,11,0.18720001
37267698,4,0.1824
37268029,53,0.096
37269480,51,0.072000004
37271309,51,0.0768
37271536,51,0.096
37271695,51,0.10080001
37271990,51,0.0816
37272820,5,0.23520002
37273204,8,0.115200005
37273720,6,0.13440001
37274192,53,0.1392
37274678,26,0.1296
37275047,6,0.1296
37275220,11,0.17760001
37275404,4,0.1632
37277012,53,0.24960001
37277385,4,0.192
37277662,3,0.23520002
37278058,5,0.1536
37278662,4,0.2064
37279705,51,0.0864
37280211,53,0.18720001
37281026,4,0.2064
37281170,8,0.13440001
37281560,53,0.1296
37281910,13,0.0912
37282614,5,0.1632
37285319,56,0.0864
37286693,53,0.1392
37287755,50,0.1488
37288393,22,0.2544
37288606,8,0.0768
37289250,26,0.0816
37289402,2,0.1488
37291203,53,0.115200005
37291616,11,0.052800003
37292125,10,0.0864
37292289,7,0.20160002
37292638,18,0.062400002
37294491,53,0.18720001
37294960,5,0.24000001
37295404,8,0.0816
37295834,6,0.17760001
37295976,3,0.1824
37296263,53,0.1392
37296505,11,0.1392
37296712,24,0.2256
37297507,7,0.110400006
37298133,9,0.0912
37298356,11,0.120000005
37298974,53,0.17760001
37299292,10,0.067200005
37299687,3,0.1728
37321375,50,0.110400006
37321744,10,0.13440001
37322504,53,0.1536
37323211,14,0.2784
37323402,18,0.10080001
37323806,8,0.13440001
37324319,26,0.10080001
37324741,7,0.1296
37325256,25,0.1296
37325490,14,0.1824
37325713,53,0.1536
37327078,51,0.067200005
37327253,51,0.052800003
37328817,8,0.0912
37328980,8,0.15840001
37329279,26,0.120000005
37329686,7,0.17760001
37330483,25,0.115200005
37330648,14,0.1392
37330861,53,0.096
37331439,9,0.110400006
37331687,2,0.15840001
37332030,10,0.10560001
37333172,22,0.052800003
37333894,2,0.1728
37335033,53,0.120000005
37335468,4,0.192
37335669,15,0.1392
37335928,7,0.14400001
37336095,11,0.18720001
37336599,53,0.120000005
37337078,26,0.0912
37337632,8,0.110400006
37337773,3,0.18720001
37338109,25,0.120000005
37338458,7,0.17760001
37338988,25,0.0816
37339171,14,0.1824
37339538,53,0.10560001
37340732,1,0.110400006
37341310,4,0.2544
37341522,15,0.1728
37341820,53,0.13440001
37342184,7,0.10080001
37342428,4,0.23520002
37342685,53,0.124800004
37343279,24,0.192
37343659,3,0.23520002
37343954,7,0.1392
37344515,25,0.0912
37344704,23,0.16800001
37345323,11,0.10080001
