173396125,371.25,24.030334,0.0816
173396627,492.5,94.333374,0.096
173397157,223.75,38.575806,0.1488
173397874,443.125,218.5758,0.067200005
173398268,336.25,162.81824,0.110400006
173399168,690.625,19.181824,0.0768
173399614,641.25,162.81824,0.0864
173399987,781.875,25.242432,0.072000004
173400594,92.5,106.45459,0.10080001
173401511,565,163.42432,0.096
173402270,435,37.363647,0.10560001
173402962,447.5,222.21216,0.10080001
173403203,493.75,169.48486,0.096
173403664,218.125,28.878845,0.1392
173404230,496.25,104.63635,0.096
173404650,603.125,34.939453,0.096
173405049,560,170.69702,0.0864
173405520,262.5,101.60608,0.110400006
173407859,376.875,228.2727,0.0912
173408359,113.75,150.09094,0.124800004
173408593,155,25.84851,0.120000005
173409405,476.25,114.93945,0.0768
173409769,592.5,37.363647,0.10080001
173410195,184.375,101.60608,0.115200005
173410770,756.875,38.575806,0.0768
173411389,231.875,30.697021,0.10080001
173411564,292.5,23.424255,0.10080001
173415488,593.75,228.2727,0.062400002
173415764,588.75,225.84851,0.072000004
173416629,445,228.87878,0.096
173417128,371.25,29.484863,0.10560001
173417537,493.75,97.96973,0.0864
173418025,231.25,35.54547,0.067200005
173418710,440.625,219.18188,0.0912
173421361,188.75,95.54553,0.096
173421919,665.625,27.060608,0.115200005
173422626,324.375,162.81824,0.10560001
173423018,595,36.75763,0.10080001
173423694,103.125,93.121216,0.10080001
173424351,720.625,103.42432,0.0864
173424894,463.75,236.75757,0.096
173425337,652.5,171.3031,0.0912
173425868,221.25,44.030334,0.124800004
173426069,273.75,105.84851,0.10080001
173426474,610,33.727295,0.124800004
173427009,107.5,91.3031,0.115200005
173427385,446.25,221,0.096
173427800,106.25,86.45459,0.120000005
173428515,762.5,16.75763,0.0816
173428700,771.25,13.121216,0.096
173430731,451.875,228.2727,0.110400006
173431235,389.375,34.333374,0.110400006
173431739,496.875,88.272705,0.096
173432391,125.625,95.54553,0.120000005
173432915,393.125,23.424255,0.096
173433467,468.75,230.09094,0.10560001
173433973,789.375,28.272766,0.0864
173434580,290.625,38.575806,0.10560001
173435262,688.75,30.697021,0.1296
173435698,655.625,174.93945,0.10560001
173435991,625,34.333374,0.13440001
173436549,167.5,114.93945,0.110400006
173436766,219.375,45.84851,0.115200005
173436969,189.375,113.727295,0.124800004
173439543,453.125,233.12122,0.110400006
173439993,530.625,37.969727,0.110400006
173440431,181.25,100.39392,0.10560001
173440637,216.25,31.30304,0.10560001
173440832,288.75,24.636414,0.0912
173441144,170.625,103.42432,0.0912
173442036,371.25,221.60608,0.096
173442502,111.25,111.3031,0.115200005
173443413,564.375,168.87878,0.096
173444162,676.875,53.727295,0.096
173445420,576.875,167.06067,0.0912
173445786,456.875,24.030334,0.120000005
173446245,636.25,165.84851,0.0912
173446605,613.75,43.424255,0.1296
173447980,390,27.060608,0.096
173448192,442.5,23.424255,0.10080001
173448782,428.125,230.09094,0.110400006
173449248,126.875,99.787964,0.0864
173450210,564.375,164.63635,0.115200005
173450624,241.25,93.727295,0.120000005
173450911,379.375,229.48486,0.124800004
173451141,331.25,162.81824,0.1296
173451607,722.5,88.272705,0.110400006
173452226,105.625,105.84851,0.110400006
173453050,603.125,40.393982,0.1632
173453334,636.875,164.63635,0.10560001
173453936,173.125,111.90918,0.124800004
173454337,391.25,213.12122,0.0816
173455626,378.125,40.393982,0.13440001
